CallingNumber,CalledNumber,CallDate,Day,CallTime,CallDuration,CallerCity,CallerPostCode,CallerSurname,CallerForename,CalledCity,CalledPostCode,CalledSurname,CalledForename
322382000000,325219000000,4/6/2016,4,6:02:38 PM,6:00,Brussels,1180,BULCH,KASIIF,Prague,101 00,RAY,ABBY
322382000000,325220000000,3/9/2016,4,3:06:34 PM,38:00:00,Brussels,1044,OW-BARTOLOMEO,CRETOL,Lyon,69005,ROSALES,ESME
322382000000,325220000000,3/4/2016,6,8:07:39 PM,17:00,Brussels,1044,ETTEL,KIERAN,Lyon,69005,MULLINS,LISA
322381000000,325220000000,1/8/2017,1,3:35:38 AM,54:00:00,Brussels,1044,AMBREZ,MAITHILI,Stockholm,112 52,SHELTON,SYLVIA
322381000000,325220000000,2/7/2016,1,2:37:10 AM,4:00,Brussels,1044,OW-BARTOLOMEO,CRETOL,Riga,1019,RAY,HARRY
322926000000,325220000000,10/8/2016,7,4:09:45 AM,59:00:00,Brussels,1044,ETTEL,KIERAN,Prague,101 00,MULLINS,LAYTON
322926000000,325220000000,3/22/2017,4,3:02:49 PM,15:00,Brussels,1120,PERKINS,ASAADULAH,Stockholm,112 52,DOYLE,KYE
322927000000,325220000000,4/13/2017,5,6:15:11 AM,43:00:00,Brussels,1120,PERKINS,ASAADULAH,Riga,1004,ARMSTRONG,LUCIA
322927000000,325220000000,1/28/2017,7,1:16:01 PM,36:00:00,Brussels,1110,GERICKE,LEISJE,Prague,119 00,ROSALES,ABBY
322927000000,325220000000,5/10/2017,4,6:16:56 AM,55:00:00,Brussels,1120,PERKINS,ASAADULAH,Lyon,69004,BIRD,FELIX
322927000000,325220000000,3/11/2017,7,3:15:51 AM,28:00:00,Brussels,1110,SAHOTO,CORDIA,Turin,10121,SHELTON,LAYTON
322927000000,325220000000,1/20/2016,4,10:43:53 AM,28:00:00,Brussels,1110,SAHOTO,CORDIA,Riga,1013,MULLINS,ANISA
322927000000,325220000000,5/23/2016,2,9:55:07 PM,58:00:00,Brussels,1120,LANKIALIS,ERBE MARGISIA,Birmingham,B5 5TR,MARTIN,HUGA
322927000000,325219000000,2/9/2017,5,9:56:52 PM,39:00:00,Brussels,1110,SAHOTO,CORDIA,Frankfurt,60313,ARMSTRONG,SYLVIA
322926000000,325219000000,7/12/2017,4,9:10:14 PM,45:00:00,Brussels,1110,SAHOTO,CORDIA,Lyon,69008,WEAVER,AMBER
322926000000,325219000000,10/27/2016,5,6:18:37 PM,19:00,Brussels,1044,ALTUMM,ESNEM,Frankfurt,60316,MCCOY,SYLVIA
322926000000,325219000000,12/24/2017,1,7:54:13 PM,53:00:00,Brussels,1000,GORBET,QABBALL,Frankfurt,60316,WEAVER,SYLVIA
322926000000,325219000000,8/3/2016,4,9:17:01 PM,32:00:00,Brussels,1040,SHIVLOCK,NONEN,Turin,10138,HALL,YASIN
322927000000,325219000000,3/25/2016,6,4:44:26 AM,17:00,Brussels,1044,ARKWEL,YODHA,Stockholm,114 60,CLARK,JESSIE
322927000000,325219000000,9/23/2017,7,1:08:26 PM,36:00:00,Brussels,1044,ARKWEL,BRABHUUL,Stockholm,114 60,MARTIN,YASIN
322927000000,325219000000,5/9/2016,2,4:50:45 AM,12:00,Brussels,1110,CHERCHI,FIRAJ,Stockholm,112 57,HARVEY,FELIX
322926000000,325219000000,9/19/2016,2,5:31:20 PM,55:00:00,Brussels,1110,SAHOTO,CORDIA,Stockholm,111 29,MARTIN,LACEY
322926000000,325219000000,7/4/2017,3,1:57:41 PM,31:00:00,Brussels,1110,SAHOTO,CORDIA,Turin,10134,RAY,ESME
322927000000,325219000000,3/15/2016,3,4:23:39 PM,4:00,Brussels,1044,KENEYCKEN,ABARAHAM,Turin,10121,MEYER,LUCIA
322927000000,325219000000,12/18/2017,2,9:32:30 AM,37:00:00,Brussels,1044,IRINA,EDWIND,Stockholm,113 53,ROSALES,HASAN
322926000000,325218000000,3/26/2016,7,3:14:41 PM,30:00:00,Brussels,1110,HUGUES,ROCKO,Stockholm,113 53,WEAVER,HUGA
322926000000,325218000000,11/24/2016,5,12:45:12 PM,17:00,Brussels,1110,CRIAG,MILHAI,Moscow,123100,BIRD,FELIX
322924000000,325218000000,8/12/2017,7,9:05:15 PM,16:00,Brussels,1200,LITERER,MEHABRAN,Oslo,159,ROGERS,FRANKIE
322924000000,325218000000,4/18/2016,2,9:56:40 PM,15:00,Brussels,1040,TRUFUS,ADONNA,Turin,10134,CLARK,SPENCER
322924000000,325218000000,9/10/2017,1,12:14:49 PM,40:00:00,Brussels,1040,TRUFUS,ABJID,Stockholm,112 52,WHEELER,LUCIA
322925000000,325218000000,7/6/2017,5,3:52:05 PM,9:00,Brussels,1040,TRUFUS,VAMA,Lyon,69008,CLARK,HUGA
322925000000,325218000000,7/9/2016,7,12:22:55 AM,55:00:00,Brussels,1040,TRUFUS,LYLIA,Stockholm,112 57,ARMSTRONG,ANISA
322925000000,325218000000,11/29/2016,3,8:04:18 PM,24:00:00,Brussels,1040,DIXONSON,RATAR RIFTH,Stockholm,114 60,SHELTON,LACEY
322925000000,325218000000,10/1/2016,7,7:55:54 PM,0:00,Brussels,1170,CARVOSO,DALEP,Birmingham,B5 4RT,LAWRENCE,FELIX
322925000000,325218000000,3/20/2016,1,9:51:43 PM,35:00:00,Brussels,1170,MEINS,KERR,Oslo,154,HALL,ZAKARIA
322925000000,325218000000,11/22/2017,4,10:32:51 AM,17:00,Brussels,1000,MITHIRATHAS,KULWET,Riga,1004,DREW,YASIN
322924000000,325218000000,9/12/2016,2,10:31:31 PM,30:00:00,Brussels,1083,ILAHI,DHEVANEYAN,Frankfurt,60316,SHELTON,AMBER
322924000000,325218000000,3/18/2016,6,6:04:16 PM,36:00:00,Brussels,1000,BANYONGUEN,RYEBURN,Stockholm,111 29,RAY,HARRY
322924000000,325218000000,6/9/2016,5,4:06:43 PM,32:00:00,Brussels,1000,BANYONGUEN,SHIRLONG,Birmingham,B5 5TR,CLARK,YASIN
322924000000,325218000000,1/27/2017,6,12:04:52 PM,6:00,Brussels,1000,ARMS,YESUF,Birmingham,B2 4AY,GRAHAM,AMBER
322924000000,325218000000,7/19/2016,3,6:23:38 PM,17:00,Brussels,1000,DEWAELE,FAIICK,Frankfurt,60386,HARVEY,YASIN
322925000000,325218000000,6/25/2016,7,12:54:17 AM,44:00:00,Brussels,1000,DEWAELE,ARIFUL,Stockholm,111 29,MCCOY,FELIX
322925000000,325218000000,11/15/2017,4,1:37:22 PM,47:00:00,Brussels,1200,ODULOJU,TERZINDER,Stockholm,114 60,HARVEY,ESME
322924000000,325218000000,7/10/2017,2,11:11:03 AM,57:00:00,Brussels,1200,PENWARDEN,IHRIG,Lyon,69008,MCCOY,SYLVIA
322924000000,325219000000,12/12/2016,2,2:10:54 AM,25:00:00,Brussels,1082,FASEN,NARENDA,Prague,101 00,MCCOY,ZAKARIA
322925000000,325219000000,2/27/2016,7,9:37:05 PM,46:00:00,Brussels,1082,DONOSO,GRENHIL,Lyon,69004,CLARK,SYLVIA
322925000000,325219000000,9/11/2017,2,12:16:04 AM,56:00:00,Brussels,1082,DONOSO,FOKHOULL,Stockholm,112 57,RAY,HARRY
322925000000,325219000000,1/15/2017,1,7:23:45 PM,37:00:00,Brussels,1082,FASEN,NARENDA,Riga,1019,MULLINS,KYE
322924000000,325219000000,12/16/2016,6,2:59:38 AM,47:00:00,Brussels,1082,DONOSO,GRENHIL,Frankfurt,60386,WHEELER,LISA
322924000000,325219000000,7/2/2017,1,3:58:14 PM,13:00,Brussels,1083,DEVEREAUX,TIRTH IEZI,Moscow,105043,MEYER,JESSIE
322923000000,325219000000,2/21/2016,1,4:48:41 PM,54:00:00,Brussels,1083,CASSERLEY,VEDI,Stockholm,113 53,CLARK,HARRY
322923000000,325219000000,5/4/2016,4,1:26:23 AM,30:00:00,Brussels,1110,SHORROCK,DATHOA,Riga,1019,WHEELER,CIARAN
322924000000,325219000000,3/13/2016,1,2:31:28 PM,29:00:00,Brussels,1040,SOUSA,SHABAU,Lyon,69005,ROGERS,LACEY
322924000000,325219000000,4/11/2016,2,1:57:45 PM,50:00:00,Brussels,1040,SOUSA,MARYELEN,Turin,10125,GRAHAM,SPENCER
322924000000,325219000000,9/7/2017,5,6:54:05 PM,45:00:00,Brussels,1040,SOUSA,SHABAU,Moscow,105043,MULLINS,ANISA
322924000000,325219000000,10/8/2017,1,9:47:43 PM,39:00:00,Brussels,1110,PAMPOLES,VISWWA,Lyon,69002,BIRD,SYLVIA
322924000000,325219000000,7/22/2016,6,5:53:41 AM,15:00,Brussels,1040,SNEDKER,TARANJET,Stockholm,113 53,DREW,SPENCER
322924000000,325219000000,4/30/2016,7,12:49:06 AM,20:00,Brussels,1040,FALLIER,SHAFHARIA LOULLO,Prague,101 00,CLARK,SPENCER
322924000000,325219000000,8/14/2016,1,7:36:55 AM,41:00:00,Brussels,1180,VOLYATURINI,TAJMUUL,Moscow,105120,HALL,CIARAN
322923000000,325219000000,6/26/2016,1,6:24:42 PM,3:00,Brussels,1180,LEBRON,NELIE,Riga,1013,SHELTON,LACEY
322923000000,325219000000,7/3/2016,1,5:17:13 AM,7:00,Brussels,1180,FASHAM,HUD,Turin,10125,ROGERS,LACEY
322923000000,325219000000,4/29/2017,7,8:11:35 AM,31:00:00,Brussels,1120,SEBAGE,RAJGETT,Stockholm,112 52,SHELTON,HUGA
322923000000,325219000000,12/13/2017,4,6:23:09 AM,5:00,Brussels,1120,AVVERALL,ALYDIA,Prague,128 00,ROGERS,HASAN
322924000000,325219000000,11/15/2017,4,10:50:17 AM,6:00,Brussels,1120,FAIGLE,RANJANBEN,Turin,10125,DOYLE,FELIX
322924000000,325219000000,11/14/2016,2,11:37:09 AM,59:00:00,Brussels,1040,ONENGUT,PEERLEY,Prague,101 00,ARMSTRONG,LUCIA
322924000000,325219000000,10/25/2016,3,6:03:05 PM,13:00,Brussels,1120,SEBAGE,RAJGETT,Riga,1013,MCCOY,LACEY
322923000000,325219000000,7/21/2017,6,1:32:07 PM,44:00:00,Brussels,1000,GAMMBE,AVRIS,Frankfurt,60308,MCCOY,ANISA
322923000000,325219000000,1/12/2016,3,1:34:21 PM,40:00:00,Brussels,1110,MACDERMED,RADHAK,Stockholm,112 57,MULLINS,ESME
322924000000,325219000000,8/18/2016,5,1:21:12 PM,57:00:00,Brussels,1040,SCHAUB,FAZHAN,Turin,10134,BIRD,HASAN
322924000000,325219000000,5/7/2017,1,2:20:02 PM,19:00,Brussels,1110,CRACKET,SHERICCE,Frankfurt,60316,DOYLE,LISA
322923000000,325219000000,4/23/2017,1,9:20:22 AM,54:00:00,Brussels,1044,TOTALLER,ELMENSER,Riga,1013,ARMSTRONG,LAYTON
322923000000,325219000000,3/28/2016,2,11:48:59 AM,33:00:00,Brussels,1040,MAROOF,ZAFAR,Birmingham,B2 4AY,ROGERS,LUCIA
322927000000,325219000000,1/13/2017,6,12:46:54 AM,11:00,Brussels,1040,GALISON,DELLYTH,Stockholm,111 29,HALL,ABBY
322927000000,325219000000,12/4/2016,1,11:08:24 AM,13:00,Brussels,1040,MAROOF,ZAFAR,Stockholm,114 60,GRAHAM,ANISA
322927000000,325219000000,6/1/2016,4,5:03:01 AM,29:00:00,Brussels,1040,MAROOF,ZAFAR,Riga,1019,MCCOY,LISA
322928000000,325219000000,9/28/2017,5,5:26:37 AM,22:00,Brussels,1040,ENOON,AZMAN,Frankfurt,60433,HARVEY,AMBER
322928000000,325219000000,6/1/2017,5,5:34:43 AM,18:00,Brussels,1110,BRENON,LEEAD,Prague,104 00,SHELTON,ABBY
322928000000,325219000000,10/31/2017,3,2:27:17 AM,57:00:00,Brussels,1110,VIHAN,ADVENT,Birmingham,B2 4BJ,WHEELER,HASAN
322928000000,325219000000,2/20/2016,7,9:17:14 AM,32:00:00,Brussels,1180,MYLINN,BANDAANA,Oslo,159,DOYLE,FELIX
322928000000,325218000000,7/16/2016,7,9:01:08 AM,58:00:00,Brussels,1180,DUNSTEL,ANTAEUA SENAL,Moscow,123100,ARMSTRONG,ESME
322928000000,325218000000,7/11/2016,2,12:45:11 AM,38:00:00,Brussels,1180,DUNSTEL,PUSHPINDER,Lyon,69005,LAWRENCE,AMBER
322927000000,325218000000,3/1/2016,3,6:22:54 AM,28:00:00,Brussels,1000,SYLES,SHAAMUSANATHAN,Frankfurt,60433,CLARK,YASIN
322927000000,325218000000,5/29/2017,2,2:17:01 AM,17:00,Brussels,1000,TOYNE,TAHBRET,Stockholm,113 53,ARMSTRONG,ESME
322927000000,325218000000,3/8/2016,3,8:14:03 AM,59:00:00,Brussels,1040,HACKET,KURDEV,Stockholm,111 29,WHEELER,HUGA
322927000000,325218000000,11/20/2016,1,11:42:08 PM,51:00:00,Brussels,1000,JAKUBIK,NIDIN,Riga,1019,DOYLE,FELIX
322927000000,325218000000,7/6/2017,5,8:01:52 AM,30:00:00,Brussels,1180,BENNITEZ,WOSSIM,Stockholm,114 60,ARMSTRONG,ANISA
322928000000,325218000000,1/28/2016,5,8:28:30 PM,58:00:00,Brussels,1082,MAYARS,AMREK,Moscow,105120,MULLINS,SYLVIA
322928000000,325218000000,7/21/2017,6,3:32:05 AM,15:00,Brussels,1082,HOUCHENS,ARSHA,Turin,10125,WHEELER,LISA
322927000000,325218000000,11/9/2017,5,3:34:56 AM,54:00:00,Brussels,1120,SCANTLEYBURY,NAZAKA,Prague,119 00,MARTIN,FELIX
322927000000,325218000000,5/29/2017,2,1:11:31 AM,19:00,Brussels,1000,PANEBER,JEZREL,Riga,1004,HALL,ANISA
322928000000,325218000000,9/4/2017,2,10:27:20 AM,45:00:00,Brussels,1000,HITCHIN,KISHOREKKUMMAR,Birmingham,B2 4BJ,MCCOY,ANISA
322928000000,325218000000,5/2/2016,2,6:47:44 AM,26:00:00,Brussels,1040,QU-BAYET,GORST,Moscow,123100,MARTIN,LUCIA
322928000000,325218000000,10/1/2016,7,4:40:05 PM,56:00:00,Brussels,1040,HASANZADA,DEAMM,Moscow,105120,MCCOY,FRANKIE
322927000000,325218000000,4/21/2016,5,12:28:55 AM,9:00,Brussels,1120,VUNIBOBO,JACQUEINNE,Lyon,69009,GRAHAM,LAYTON
322927000000,325218000000,6/14/2016,3,2:06:45 PM,51:00:00,Brussels,1050,LIINDZI,ZEBKIAH,Moscow,105077,DOYLE,ZAKARIA
322929000000,325218000000,11/8/2016,3,7:46:06 AM,24:00:00,Brussels,1044,FAUGHUY,GURMIAL,Prague,109 00,ARMSTRONG,SYLVIA
322929000000,325218000000,1/18/2017,4,4:10:29 AM,44:00:00,Brussels,1044,FAUGHUY,DIEHL,Prague,119 00,HALL,ANISA
322930000000,325218000000,4/9/2016,7,10:01:33 AM,14:00,Brussels,1044,FAUGHUY,SEMSA,Frankfurt,60386,CLARK,FELIX
322930000000,325218000000,6/18/2016,7,10:31:45 AM,48:00:00,Brussels,1150,PICHFORD,GENIVVE,Oslo,159,LAWRENCE,SPENCER
322930000000,325218000000,7/30/2017,1,12:49:56 AM,6:00,Brussels,1150,PICHFORD,RYSZARD,Birmingham,B5 5TR,BIRD,ANISA
322930000000,325218000000,10/31/2016,2,9:02:20 PM,6:00,Brussels,1150,PICHFORD,KAPPIL,Prague,109 00,MCCOY,ANISA
322930000000,325218000000,11/29/2017,4,5:20:34 PM,4:00,Brussels,1150,PICHFORD,SHAZARD,Lyon,69009,CLARK,LISA
322930000000,325218000000,6/16/2017,6,6:31:29 AM,51:00:00,Brussels,1000,PAP,SAJEV,Lyon,69008,ARMSTRONG,ANISA
322930000000,325218000000,7/27/2017,5,3:25:26 AM,7:00,Brussels,1000,GELHARR,DHEVANEYAN,Turin,10121,MULLINS,ABBY
322929000000,325218000000,12/2/2016,6,8:15:32 PM,16:00,Brussels,1000,FEATONBY,JEZREL,Lyon,69005,WILLIAMSON,SPENCER
322929000000,325218000000,3/4/2016,6,10:09:38 AM,28:00:00,Brussels,1000,MONTCHEL,CORDIA,Lyon,69004,HALL,FELIX
322929000000,325218000000,10/7/2017,7,8:18:31 PM,22:00,Brussels,1201,LBIITI,JULIENE,Lyon,69002,BIRD,HUGA
322929000000,325219000000,4/25/2016,2,2:08:51 AM,33:00:00,Brussels,1120,AVVERALL,ALYDIA,Moscow,103274,HARVEY,AMBER
322930000000,325219000000,2/27/2017,2,8:50:22 PM,10:00,Brussels,1200,FABBIAN,MASOUT,Stockholm,112 52,BIRD,HARRY
322930000000,325219000000,9/2/2017,7,5:15:32 AM,36:00:00,Brussels,1110,GLOEDE,E.,Frankfurt,60313,WHEELER,SPENCER
322930000000,325219000000,8/14/2017,2,1:10:04 AM,33:00:00,Brussels,1110,BOTWICK,E.,Turin,10134,CLARK,CIARAN
322929000000,325219000000,9/18/2017,2,2:26:12 PM,38:00:00,Brussels,1110,HISY,CARLAS,Birmingham,B2 4BJ,MCCOY,CIARAN
322929000000,325219000000,9/20/2016,3,8:37:05 PM,39:00:00,Brussels,1110,FUNARI,D'YANIE,Prague,128 00,MULLINS,HUGA
322930000000,325219000000,4/22/2017,7,8:39:08 PM,29:00:00,Brussels,1110,KLOEPFER,ARSENEAU,Stockholm,113 53,BIRD,CIARAN
322930000000,325219000000,3/13/2017,2,4:54:18 PM,20:00,Brussels,1150,ARAKI,YICK,Lyon,69002,HARVEY,FELIX
322929000000,325219000000,7/30/2016,7,12:55:48 PM,54:00:00,Brussels,1150,TAWASEN,DHEVANEYAN,Oslo,159,WILLIAMSON,LAYTON
322929000000,325219000000,4/6/2016,4,12:35:02 AM,33:00:00,Brussels,1180,LIINDZI,ZEBKIAH,Stockholm,114 60,ARMSTRONG,ABBY
322928000000,325219000000,12/19/2017,3,7:36:02 PM,5:00,Brussels,1200,ABALOS,NISHA,Stockholm,114 60,LAWRENCE,LUCIA
322928000000,325219000000,11/14/2017,3,8:44:08 AM,27:00:00,Brussels,1180,ISMAILOV,MUCHADA,Stockholm,114 60,MULLINS,KYE
322928000000,325219000000,3/6/2016,1,8:31:37 PM,25:00:00,Brussels,1180,HILT,VASOOB LULY,Lyon,69002,LAWRENCE,YASIN
322929000000,325219000000,10/10/2017,3,8:33:57 AM,40:00:00,Brussels,1120,ADUM,OLUNAJIMI,Moscow,103274,ROGERS,SPENCER
322929000000,325218000000,8/24/2017,5,5:43:11 PM,25:00:00,Brussels,1083,STTANLEY,PROMMISE,Lyon,69005,MEYER,FELIX
322929000000,325218000000,12/6/2016,3,8:32:04 AM,18:00,Brussels,1110,TIBLES,YUTHAPOL,Frankfurt,60386,MARTIN,AMBER
322929000000,325218000000,7/6/2016,4,8:56:23 AM,33:00:00,Brussels,1110,TIBLES,ANRIK,Stockholm,111 29,CLARK,CIARAN
322929000000,325218000000,4/7/2016,5,9:10:04 PM,30:00:00,Brussels,1110,TIBLES,CAPRICE,Turin,10129,HARVEY,YASIN
322929000000,325218000000,8/22/2017,3,7:06:13 AM,27:00:00,Brussels,1110,NOWAZ,TEMBINKOSI,Riga,1004,MARTIN,ANISA
322928000000,325218000000,4/7/2016,5,1:31:21 AM,11:00,Brussels,1180,CULTICE,MUSADAQ,Turin,10138,WILLIAMSON,SYLVIA
322928000000,325218000000,3/7/2016,2,2:28:58 AM,53:00:00,Brussels,1200,DANT,YVONLEID,Oslo,154,WEAVER,FRANKIE
322928000000,325218000000,2/18/2017,7,9:23:45 AM,7:00,Brussels,1040,KILLINGBECK-,SHAEM DOSANTH,Prague,128 00,DOYLE,HUGA
322928000000,325218000000,4/4/2017,3,4:41:18 AM,53:00:00,Brussels,1150,EBOHAN,NOUFEL,Lyon,69008,LAWRENCE,FELIX
322928000000,325218000000,1/5/2016,3,5:35:07 AM,52:00:00,Brussels,1000,FIRON,RHOAZ,Frankfurt,60313,ROSALES,SYLVIA
322929000000,325218000000,7/30/2016,7,11:08:32 AM,53:00:00,Brussels,1000,BUEHRING,ABSOLAN,Stockholm,111 29,WILLIAMSON,HASAN
322929000000,325218000000,5/29/2016,1,5:40:32 PM,51:00:00,Brussels,1000,FOEPE,MARGEURITTE,Birmingham,B4 6DZ,LAWRENCE,FRANKIE
322928000000,325219000000,4/17/2016,1,6:45:27 PM,2:00,Brussels,1083,GANSCHOW,JAGDAVE,Birmingham,B5 4RT,HALL,HASAN
322928000000,325219000000,10/15/2017,1,5:14:10 PM,29:00:00,Brussels,1083,DORIYA,DJAMAL,Stockholm,112 57,MEYER,SPENCER
322929000000,325219000000,7/17/2017,2,11:13:44 PM,46:00:00,Brussels,1000,FEATONBY,JEZREL,Birmingham,B2 4BJ,MCCOY,KYE
322929000000,325219000000,1/28/2017,7,7:17:40 AM,27:00:00,Brussels,1083,CATMAN,SUCHNA,Prague,101 00,HALL,HASAN
322929000000,325219000000,3/1/2016,3,7:28:25 PM,40:00:00,Brussels,1040,BROCKER,NICKYSHA,Lyon,69009,RAY,FRANKIE
322928000000,325219000000,1/1/2016,6,7:09:21 AM,34:00:00,Brussels,1083,SABIH,KAHWENG,Stockholm,112 52,SHELTON,ANISA
322928000000,325219000000,6/15/2016,4,8:52:17 AM,3:00,Brussels,1083,MARSHAN,BITTING,Oslo,159,RAY,SPENCER
322922000000,325219000000,4/14/2016,5,7:50:24 PM,54:00:00,Brussels,1083,SABIH,KAHWENG,Stockholm,114 60,WEAVER,HASAN
322922000000,325219000000,12/24/2017,1,9:20:08 AM,16:00,Brussels,1083,MARSHAN,BITTING,Stockholm,112 57,MEYER,LACEY
322923000000,325219000000,3/22/2016,3,4:59:03 AM,24:00:00,Brussels,1040,EBBIMA,KAYRUL,Turin,10134,LAWRENCE,LACEY
322923000000,325219000000,3/3/2017,6,8:45:52 PM,33:00:00,Brussels,1040,STUDART,PRETPAL,Prague,104 00,MEYER,HUGA
322923000000,325219000000,5/1/2017,2,5:08:31 AM,57:00:00,Brussels,1040,OLAGUNDOYE,ZAHIO- MA,Stockholm,114 60,MCCOY,SPENCER
322923000000,325219000000,4/28/2017,6,2:37:35 PM,29:00:00,Brussels,1040,BARTOLLO,NEHED,Prague,119 00,SHELTON,HARRY
322923000000,325219000000,11/2/2017,5,9:31:10 AM,24:00:00,Brussels,1110,FOGER,DELWINDER,Frankfurt,60386,RAY,JESSIE
322923000000,325219000000,10/5/2016,4,1:54:00 AM,24:00:00,Brussels,1120,KUBOYE,SUTISH,Birmingham,B2 4BJ,RAY,ABBY
322923000000,325219000000,12/29/2017,6,8:13:47 AM,6:00,Brussels,1040,STUDART,PRETPAL,Lyon,69008,WILLIAMSON,LUCIA
322922000000,325218000000,7/22/2017,7,6:44:41 AM,49:00:00,Brussels,1044,UT-BREADON,KATLYN,Moscow,105043,WHEELER,HASAN
322922000000,325218000000,8/20/2016,7,7:37:30 PM,56:00:00,Brussels,1000,FOXAL-OW-NARSEN,RAAHISSE,Turin,10138,MEYER,SYLVIA
322922000000,325212000000,9/21/2016,4,4:52:06 PM,25:00:00,Brussels,1120,DENIM,CHIMANLAL,Riga,1013,SHELTON,ESME
322922000000,325212000000,9/30/2016,6,10:17:58 AM,52:00:00,Brussels,1082,AHMADANI,HERNAK,Turin,10125,ARMSTRONG,YASIN
322923000000,325212000000,1/10/2017,3,9:06:29 PM,40:00:00,Brussels,1082,AHMADANI,AVENELE,Frankfurt,60316,CLARK,SPENCER
322923000000,325212000000,3/19/2017,1,6:26:44 PM,32:00:00,Brussels,1110,SADUN,AGHAT,Prague,128 00,SHELTON,SPENCER
322923000000,325212000000,12/20/2016,3,3:04:02 PM,34:00:00,Brussels,1000,ALDRITT,SHIRLENE,Riga,1004,ROGERS,HUGA
322922000000,325212000000,6/5/2016,1,1:46:06 PM,56:00:00,Brussels,1000,JONE,HAKHAN,Riga,1004,WEAVER,LACEY
322922000000,325213000000,10/30/2016,1,6:55:01 PM,53:00:00,Brussels,1000,BOVVYKIN,AKTUARR,Stockholm,112 52,BIRD,CIARAN
322923000000,325213000000,2/22/2016,2,7:39:39 AM,36:00:00,Brussels,1200,EADY,SHALIKA,Turin,10121,MEYER,LAYTON
322923000000,325213000000,12/14/2016,4,10:23:10 AM,40:00:00,Brussels,1110,CETKOWSKI,GBOLAHAN,Oslo,10,ROGERS,KYE
322922000000,325213000000,12/25/2016,1,6:52:17 PM,33:00:00,Brussels,1110,FLAMMER,CZESLAWWA,Prague,119 00,DREW,HARRY
322922000000,325213000000,11/8/2016,3,11:24:07 AM,45:00:00,Brussels,1083,BARFOTT,ANJID,Prague,109 00,ROSALES,LUCIA
322920000000,325213000000,10/13/2016,5,8:28:52 PM,52:00:00,Brussels,1083,MILLIMMAN,CHARY NAOIMI,Stockholm,114 60,DOYLE,AMBER
322920000000,325213000000,8/5/2016,6,4:34:52 AM,50:00:00,Brussels,1201,LBIITI,JULIENE,Stockholm,112 57,HARVEY,ESME
322920000000,325213000000,2/10/2017,6,12:56:58 AM,59:00:00,Brussels,1200,FAKHR-BUND,SKANTHAVATHANY,Oslo,150,MULLINS,HARRY
322921000000,325213000000,8/23/2017,4,6:31:15 AM,33:00:00,Brussels,1083,SHACKLADY,ESHA,Prague,128 00,BIRD,SPENCER
322921000000,325213000000,6/13/2016,2,4:02:15 AM,53:00:00,Brussels,1083,PERLICH,THAIDA,Prague,109 00,WILLIAMSON,LISA
322921000000,325213000000,1/5/2016,3,9:29:11 AM,44:00:00,Brussels,1044,TGE,MULKHRAJ,Turin,10129,WEAVER,SYLVIA
322921000000,325213000000,6/23/2016,5,12:11:39 PM,45:00:00,Brussels,1082,ANTIWI,BALALDISH,Stockholm,114 60,DREW,HASAN
322921000000,325213000000,11/10/2017,6,6:25:13 AM,1:00,Brussels,1083,IDRIZ,BALWANT,Riga,1019,GRAHAM,CIARAN
322921000000,325213000000,8/8/2017,3,11:37:53 AM,20:00,Brussels,1201,AINEKAR,GHULNAHAR,Prague,128 00,SHELTON,LISA
322920000000,325213000000,3/17/2016,5,2:02:04 PM,41:00:00,Brussels,1201,TAKINDA,IHRIG,Oslo,159,SHELTON,KYE
322920000000,325213000000,5/1/2016,1,8:29:48 PM,30:00:00,Brussels,1000,AKANI,LACHVIIR LEYLA,Moscow,123100,SHELTON,ZAKARIA
322920000000,325213000000,2/1/2016,2,8:13:02 PM,10:00,Brussels,1083,IDRIZ,BALWANT,Riga,1004,DREW,FELIX
322920000000,325213000000,3/20/2016,1,11:57:36 AM,48:00:00,Brussels,1081,ADAMCIK,IRSHOD CHOPER SHAMSON,Birmingham,B5 4RT,MCCOY,AMBER
322920000000,325212000000,10/3/2017,3,2:48:56 PM,56:00:00,Brussels,1000,ZACCADELI,DIERK,Oslo,150,WHEELER,LISA
322921000000,325212000000,6/17/2017,7,1:02:13 PM,12:00,Brussels,1000,CELUCI,PARM,Stockholm,114 60,MARTIN,CIARAN
322921000000,325212000000,12/19/2016,2,1:45:44 PM,35:00:00,Brussels,1000,GELLE,SAMMYAK,Lyon,69002,HARVEY,LUCIA
322920000000,325212000000,11/27/2016,1,4:23:25 AM,5:00,Brussels,1000,ADDAMY,DIPASH,Moscow,105043,ROGERS,SPENCER
322920000000,325212000000,7/8/2017,7,3:10:36 PM,54:00:00,Brussels,1000,TRENWARTHA,NEIBH,Stockholm,112 52,RAY,HASAN
322921000000,325212000000,6/21/2017,4,3:50:57 AM,30:00:00,Brussels,1000,FERELII,SUISHIR,Oslo,159,ARMSTRONG,ABBY
322921000000,325212000000,12/27/2016,3,10:02:35 AM,58:00:00,Brussels,1000,BRUEGER,JOELI,Moscow,105120,ARMSTRONG,CIARAN
322921000000,325212000000,5/9/2017,3,8:37:31 AM,25:00:00,Brussels,1110,LISK,MIKAIL,Prague,101 00,ROSALES,AMBER
322920000000,325212000000,7/2/2016,7,4:40:54 PM,35:00:00,Brussels,1044,GRADDERT,HADZIC,Turin,10121,MULLINS,SYLVIA
